interaction_id,customer_id,campaign_name,channel,event_date,sent,opened,clicked,converted,order_value,spend
INT113802,SWGY14857,SWIGGY_ONE_LAUNCH,Paid Social,2024-03-27,1,1,0,0,0.0,5.0
INT113803,SWGY13281,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-02-17,1,1,1,1,33.9,5.88
INT113804,SWGY15501,REFERRAL_GROWTH_DRIVE,Referral,2023-12-06,1,0,0,0,0.0,1.95
INT113805,SWGY13790,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-22,1,0,0,0,0.0,0.31
INT113806,SWGY14050,WINBACK_DORMANT_USERS,Push Notification (App),2024-05-25,1,0,0,0,0.0,0.45
INT113807,SWGY11041,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-07,1,0,0,0,0.0,0.34
INT113808,SWGY12509,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-02-03,1,0,0,0,0.0,0.25
INT113809,SWGY11377,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-04-13,1,1,1,1,18.09,5.68
INT113810,SWGY14182,SWIGGY_ONE_LAUNCH,Paid Social,2025-02-12,1,1,0,0,0.0,5.87
INT113811,SWGY15200,WINBACK_DORMANT_USERS,Push Notification (App),2024-08-21,1,1,0,0,0.0,0.33
INT113812,SWGY13034,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2023-10-17,1,0,0,0,0.0,0.31
INT113813,SWGY15919,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-22,1,0,0,0,0.0,5.08
INT113814,SWGY12818,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-07,1,0,0,0,0.0,0.26
INT113815,SWGY10534,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-06-19,1,1,0,0,0.0,4.51
INT113816,SWGY13891,REFERRAL_GROWTH_DRIVE,Referral,2025-06-15,1,0,0,0,0.0,1.5
INT113817,SWGY10207,REFERRAL_GROWTH_DRIVE,Referral,2024-08-28,1,1,0,0,0.0,1.32
INT113818,SWGY10838,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-10-10,1,1,1,0,0.0,5.5
INT113819,SWGY12540,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-05-31,1,0,0,0,0.0,0.56
INT113820,SWGY12664,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-19,1,1,0,0,0.0,0.43
INT113821,SWGY11346,WINBACK_DORMANT_USERS,Push Notification (App),2024-07-01,1,1,1,0,0.0,0.43
INT113822,SWGY14323,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-05,1,1,0,0,0.0,0.31
INT113823,SWGY11977,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-04-23,1,1,1,0,0.0,0.28
INT113824,SWGY13593,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-06-27,1,0,0,0,0.0,4.03
INT113825,SWGY13798,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-13,1,1,1,0,0.0,0.63
INT113826,SWGY12532,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-07-16,1,0,0,0,0.0,4.79
INT113827,SWGY10293,SWIGGY_ONE_LAUNCH,Paid Social,2024-10-07,1,0,0,0,0.0,3.66
INT113828,SWGY15730,REFERRAL_GROWTH_DRIVE,Referral,2024-10-31,1,0,0,0,0.0,1.52
INT113829,SWGY13757,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-08-28,1,1,1,0,0.0,0.34
INT113830,SWGY11907,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-04-22,1,1,1,0,0.0,5.31
INT113831,SWGY11606,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-05,1,1,0,0,0.0,3.75
INT113832,SWGY13441,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-01-06,1,1,1,1,208.78,3.68
INT113833,SWGY13119,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-05-01,1,0,0,0,0.0,0.61
INT113834,SWGY12816,IPL_2025_SPONSORSHIP,Push Notification (App),2025-05-31,1,1,1,1,464.8,0.42
INT113835,SWGY11925,WINBACK_DORMANT_USERS,Push Notification (App),2025-03-02,1,0,0,0,0.0,0.42
INT113836,SWGY14905,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-10,1,1,1,0,0.0,0.33
INT113837,SWGY10569,REFERRAL_GROWTH_DRIVE,Referral,2025-06-15,1,1,1,1,215.48,1.89
INT113838,SWGY10309,WINBACK_DORMANT_USERS,Push Notification (App),2024-09-12,1,0,0,0,0.0,0.46
INT113839,SWGY12180,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-18,1,1,0,0,0.0,3.72
INT113840,SWGY14824,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-12,1,1,0,0,0.0,5.64
INT113841,SWGY14874,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-04-16,1,1,0,0,0.0,0.33
INT113842,SWGY11924,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-02-25,1,0,0,0,0.0,0.36
INT113843,SWGY10452,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-09,1,0,0,0,0.0,4.72
INT113844,SWGY10678,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-11-13,1,1,0,0,0.0,5.97
INT113845,SWGY14274,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-12,1,1,1,0,0.0,0.28
INT113846,SWGY11360,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-26,1,0,0,0,0.0,4.48
INT113847,SWGY11318,WINBACK_DORMANT_USERS,Push Notification (App),2025-05-12,1,0,0,0,0.0,0.35
INT113848,SWGY12199,WINBACK_DORMANT_USERS,Push Notification (App),2023-07-25,1,0,0,0,0.0,0.33
INT113849,SWGY15685,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-19,1,0,0,0,0.0,0.41
INT113850,SWGY12413,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-09,1,0,0,0,0.0,6.44
INT113851,SWGY11211,REFERRAL_GROWTH_DRIVE,Referral,2024-08-03,1,1,0,0,0.0,1.29
INT113852,SWGY10683,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-04-27,1,1,0,0,0.0,0.36
INT113853,SWGY14168,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-12-13,1,1,1,0,0.0,0.37
INT113854,SWGY13429,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-10-19,1,0,0,0,0.0,4.48
INT113855,SWGY11536,REFERRAL_GROWTH_DRIVE,Referral,2025-06-15,1,0,0,0,0.0,1.45
INT113856,SWGY11815,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-05-06,1,1,1,0,0.0,0.33
INT113857,SWGY15060,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-21,1,0,0,0,0.0,5.7
INT113859,SWGY12378,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-02-23,1,1,0,0,0.0,0.54
INT113860,SWGY15859,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-11-03,1,1,1,0,0.0,0.32
INT113861,SWGY11663,IPL_2025_SPONSORSHIP,Push Notification (App),2024-09-09,1,1,0,0,0.0,0.33
INT113862,SWGY12979,INSTAMART_10MIN_PUSH,Push Notification (App),2025-02-05,1,0,0,0,0.0,0.51
INT113863,SWGY10118,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-12,1,0,0,0,0.0,4.67
INT113864,SWGY14939,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-04-29,1,0,0,0,0.0,5.62
INT113865,SWGY11586,WINBACK_DORMANT_USERS,Push Notification (App),2024-10-25,1,1,0,0,0.0,0.46
INT113866,SWGY11976,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-07-28,1,0,0,0,0.0,0.26
INT113867,SWGY14488,WINBACK_DORMANT_USERS,Push Notification (App),2025-03-04,1,0,0,0,0.0,0.47
INT113868,SWGY13092,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-30,1,1,1,1,237.15,5.69
INT113869,SWGY12072,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-11-02,1,1,1,0,0.0,6.18
INT113870,SWGY11861,SWIGGY_ONE_LAUNCH,Paid Social,2024-08-26,1,1,0,0,0.0,4.15
INT113871,SWGY12724,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-15,1,1,0,0,0.0,0.31
INT113872,SWGY14855,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-03-23,1,1,0,0,0.0,0.61
INT113873,SWGY11336,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-16,1,1,1,1,167.84,0.68
INT113874,SWGY10481,WINBACK_DORMANT_USERS,Push Notification (App),2025-02-28,1,1,0,0,0.0,0.48
INT113875,SWGY14733,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-22,1,1,1,0,0.0,0.26
INT113876,SWGY11544,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-02,1,1,0,0,0.0,0.43
INT113878,SWGY13132,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-11,1,1,0,0,0.0,3.74
INT113879,SWGY10585,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-12-27,1,1,1,0,0.0,0.73
INT113880,SWGY10482,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-08-21,1,1,1,0,0.0,0.78
INT113881,SWGY15357,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-05-14,1,1,0,0,0.0,6.46
INT113882,SWGY14226,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-05,1,0,0,0,0.0,0.39
INT113883,SWGY15177,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-01-24,1,1,0,0,0.0,0.71
INT113885,SWGY12751,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-08-12,1,1,0,0,0.0,6.66
INT113886,SWGY13290,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-26,1,0,0,0,0.0,0.33
INT113887,SWGY12057,INSTAMART_10MIN_PUSH,Push Notification (App),2024-06-06,1,1,0,0,0.0,0.5
INT113888,SWGY13744,SWIGGY_ONE_LAUNCH,Paid Social,2024-11-26,1,1,1,0,0.0,5.05
INT113889,SWGY14387,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-11,1,0,0,0,0.0,4.54
INT113890,SWGY11226,REFERRAL_GROWTH_DRIVE,Referral,2024-10-29,1,1,0,0,0.0,1.28
INT113891,SWGY15299,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-07-10,1,1,0,0,0.0,0.25
INT113893,SWGY14645,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-07-26,1,0,0,0,0.0,6.21
INT113894,SWGY13224,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-20,1,0,0,0,0.0,0.44
INT113895,SWGY11398,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-05-05,1,1,1,0,0.0,2.78
INT113896,SWGY12493,REFERRAL_GROWTH_DRIVE,Referral,2024-07-03,1,1,0,0,0.0,1.85
INT113897,SWGY12205,REFERRAL_GROWTH_DRIVE,Referral,2025-06-10,1,1,0,0,0.0,1.99
INT113898,SWGY14327,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-05-28,1,1,1,0,0.0,2.72
INT113899,SWGY12954,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-28,1,1,0,0,0.0,0.36
INT113900,SWGY12304,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-04-30,1,0,0,0,0.0,2.49
INT113901,SWGY15230,REFERRAL_GROWTH_DRIVE,Referral,2024-09-13,1,1,0,0,0.0,2.11
INT113902,SWGY15575,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-12,1,0,0,0,0.0,4.34
INT113903,SWGY14339,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-05-31,1,0,0,0,0.0,4.7
INT113904,SWGY14904,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-13,1,1,0,0,0.0,4.02
INT113906,SWGY11031,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-04-08,1,0,0,0,0.0,0.24
INT113907,SWGY11243,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-10-20,1,0,0,0,0.0,2.19
INT113908,SWGY14553,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-29,1,0,0,0,0.0,0.34
INT113909,SWGY14221,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-07-16,1,0,0,0,0.0,2.49
INT113911,SWGY14440,REFERRAL_GROWTH_DRIVE,Referral,2025-06-21,1,0,0,0,0.0,1.97
INT113912,SWGY14600,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-13,1,0,0,0,0.0,0.37
INT113913,SWGY14392,REFERRAL_GROWTH_DRIVE,Referral,2025-06-12,1,1,1,0,0.0,2.29
INT113914,SWGY11790,REFERRAL_GROWTH_DRIVE,Referral,2025-06-20,1,1,1,1,180.03,1.45
INT113915,SWGY15124,SWIGGY_ONE_LAUNCH,Paid Social,2024-12-22,1,0,0,0,0.0,4.79
INT113916,SWGY10488,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-30,1,1,0,0,0.0,3.68
INT113917,SWGY10498,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-05-19,1,1,0,0,0.0,4.31
INT113918,SWGY10602,REFERRAL_GROWTH_DRIVE,Referral,2024-07-05,1,0,0,0,0.0,2.3
INT113919,SWGY13892,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2023-12-04,1,0,0,0,0.0,6.02
INT113920,SWGY10639,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-06,1,1,1,0,0.0,3.65
INT113921,SWGY15604,SWIGGY_ONE_LAUNCH,Paid Social,2025-03-09,1,0,0,0,0.0,5.19
INT113922,SWGY11789,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-24,1,0,0,0,0.0,0.25
INT113923,SWGY10146,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-30,1,0,0,0,0.0,4.29
INT113924,SWGY13071,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-13,1,0,0,0,0.0,4.87
INT113925,SWGY12923,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-30,1,0,0,0,0.0,0.34
INT113926,SWGY12092,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-02-15,1,0,0,0,0.0,5.92
INT113927,SWGY12949,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-05-12,1,0,0,0,0.0,0.49
INT113928,SWGY10185,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-03-28,1,1,1,0,0.0,0.49
INT113930,SWGY13381,INSTAMART_10MIN_PUSH,Push Notification (App),2024-09-29,1,0,0,0,0.0,0.33
INT113932,SWGY15844,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-24,1,0,0,0,0.0,3.3
INT113933,SWGY14596,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-01-04,1,1,1,0,0.0,4.88
INT113934,SWGY15712,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-05-19,1,1,0,0,0.0,4.17
INT113935,SWGY10316,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-03-23,1,0,0,0,0.0,0.58
INT113936,SWGY15531,IPL_2025_SPONSORSHIP,Push Notification (App),2025-04-14,1,0,0,0,0.0,0.37
INT113937,SWGY10768,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-07-06,1,1,0,0,0.0,4.53
INT113938,SWGY15622,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-07-03,1,1,1,0,0.0,5.82
INT113939,SWGY14136,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-15,1,0,0,0,0.0,0.25
INT113940,SWGY13351,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-05-12,1,0,0,0,0.0,5.71
INT113941,SWGY15988,REFERRAL_GROWTH_DRIVE,Referral,2025-06-29,1,1,1,0,0.0,1.64
INT113942,SWGY14410,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-11-08,1,0,0,0,0.0,0.37
INT113943,SWGY10554,IPL_2025_SPONSORSHIP,Push Notification (App),2024-11-16,1,0,0,0,0.0,0.37
INT113944,SWGY15760,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-04,1,1,0,0,0.0,5.66
INT113945,SWGY12708,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-14,1,1,0,0,0.0,5.71
INT113946,SWGY13496,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-11-29,1,0,0,0,0.0,0.29
INT113947,SWGY15040,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-02-04,1,1,1,1,40.54,6.32
INT113948,SWGY10664,SWIGGY_ONE_LAUNCH,Paid Social,2024-05-31,1,1,1,0,0.0,4.13
INT113949,SWGY13945,INSTAMART_10MIN_PUSH,Push Notification (App),2024-11-21,1,1,1,0,0.0,0.37
INT113950,SWGY11467,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-28,1,0,0,0,0.0,3.57
INT113951,SWGY13018,INSTAMART_10MIN_PUSH,Push Notification (App),2025-02-09,1,1,0,0,0.0,0.5
INT113952,SWGY13154,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-09-05,1,0,0,0,0.0,5.77
INT113953,SWGY13427,SWIGGY_ONE_LAUNCH,Paid Social,2024-04-26,1,1,0,0,0.0,3.3
INT113954,SWGY14819,WINBACK_DORMANT_USERS,Push Notification (App),2024-03-21,1,1,1,0,0.0,0.47
INT113955,SWGY10755,REFERRAL_GROWTH_DRIVE,Referral,2023-12-19,1,0,0,0,0.0,1.46
INT113956,SWGY12477,REFERRAL_GROWTH_DRIVE,Referral,2025-06-08,1,1,0,0,0.0,2.23
INT113957,SWGY15895,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-30,1,1,0,0,0.0,0.39
INT113958,SWGY14867,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-19,1,1,0,0,0.0,5.29
INT113959,SWGY10481,SWIGGY_ONE_LAUNCH,Paid Social,2024-01-01,1,1,1,0,0.0,4.25
INT113960,SWGY11614,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-08-04,1,0,0,0,0.0,0.53
INT113962,SWGY10245,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-06-28,1,1,1,0,0.0,5.63
INT113963,SWGY11545,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-01-10,1,0,0,0,0.0,0.31
INT113964,SWGY11775,REFERRAL_GROWTH_DRIVE,Referral,2024-12-16,1,1,1,0,0.0,1.71
INT113965,SWGY10447,SWIGGY_ONE_LAUNCH,Paid Social,2024-04-14,1,0,0,0,0.0,4.88
INT113966,SWGY15491,IPL_2025_SPONSORSHIP,Push Notification (App),2024-12-21,1,0,0,0,0.0,0.34
INT113967,SWGY13671,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-06,1,0,0,0,0.0,0.44
INT113968,SWGY12915,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-13,1,0,0,0,0.0,0.29
INT113969,SWGY10033,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-05,1,1,0,0,0.0,2.53
INT113970,SWGY10963,IPL_2025_SPONSORSHIP,Push Notification (App),2025-03-04,1,1,1,0,0.0,0.46
INT113971,SWGY13152,REFERRAL_GROWTH_DRIVE,Referral,2024-05-24,1,0,0,0,0.0,1.33
INT113972,SWGY15797,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-06-19,1,0,0,0,0.0,0.47
INT113973,SWGY11017,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-13,1,0,0,0,0.0,2.35
INT113974,SWGY10799,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-14,1,0,0,0,0.0,0.46
INT113975,SWGY12055,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-08-13,1,1,0,0,0.0,5.35
INT113976,SWGY13288,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-04,1,1,0,0,0.0,0.44
INT113977,SWGY14583,REFERRAL_GROWTH_DRIVE,Referral,2025-05-27,1,0,0,0,0.0,1.68
INT113978,SWGY15714,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-21,1,1,1,1,84.17,0.25
INT113979,SWGY11567,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-06-19,1,1,0,0,0.0,4.12
INT113980,SWGY13894,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-08,1,0,0,0,0.0,3.48
INT113981,SWGY11654,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-03-14,1,0,0,0,0.0,0.35
INT113982,SWGY11960,REFERRAL_GROWTH_DRIVE,Referral,2025-01-29,1,1,0,0,0.0,1.48
INT113986,SWGY13180,REFERRAL_GROWTH_DRIVE,Referral,2025-03-04,1,0,0,0,0.0,1.63
INT113987,SWGY11289,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-12-20,1,1,0,0,0.0,5.29
INT113988,SWGY10742,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-15,1,1,0,0,0.0,4.13
INT113989,SWGY14660,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-08-07,1,0,0,0,0.0,3.73
INT113990,SWGY11897,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-12-30,1,1,1,1,122.61,2.8
INT113991,SWGY14215,IPL_2025_SPONSORSHIP,Push Notification (App),2024-10-19,1,1,1,0,0.0,0.42
INT113992,SWGY10424,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-05,1,1,0,0,0.0,5.14
INT113993,SWGY11024,WINBACK_DORMANT_USERS,Push Notification (App),2024-11-01,1,0,0,0,0.0,0.47
INT113994,SWGY10029,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-03,1,1,0,0,0.0,3.5
INT113995,SWGY13207,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-23,1,0,0,0,0.0,4.82
INT113996,SWGY15044,SWIGGY_ONE_LAUNCH,Paid Social,2024-05-16,1,1,0,0,0.0,3.72
INT113997,SWGY11800,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-08-06,1,1,0,0,0.0,6.73
INT113998,SWGY14070,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-01-26,1,0,0,0,0.0,0.26
INT113999,SWGY11456,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-09-18,1,0,0,0,0.0,0.48
INT114000,SWGY13428,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-01-27,1,0,0,0,0.0,3.72
INT114001,SWGY12822,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-05-03,1,1,1,0,0.0,6.19
INT114002,SWGY12209,IPL_2025_SPONSORSHIP,Push Notification (App),2024-09-22,1,0,0,0,0.0,0.47
INT114003,SWGY11941,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-14,1,1,0,0,0.0,0.46
INT114004,SWGY12486,REFERRAL_GROWTH_DRIVE,Referral,2025-01-18,1,1,0,0,0.0,1.74
INT114005,SWGY11022,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-01,1,1,1,0,0.0,4.83
INT114006,SWGY11070,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-03-16,1,1,0,0,0.0,3.27
INT114007,SWGY15432,WINBACK_DORMANT_USERS,Push Notification (App),2025-03-08,1,1,0,0,0.0,0.52
INT114008,SWGY11704,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-18,1,0,0,0,0.0,3.91
INT114009,SWGY15496,INSTAMART_10MIN_PUSH,Push Notification (App),2024-05-24,1,0,0,0,0.0,0.48
INT114010,SWGY11814,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-28,1,0,0,0,0.0,0.4
INT114011,SWGY11113,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-03-03,1,0,0,0,0.0,6.36
INT114012,SWGY15385,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-10,1,1,0,0,0.0,5.81
INT114013,SWGY10637,WINBACK_DORMANT_USERS,Push Notification (App),2023-11-29,1,1,0,0,0.0,0.52
INT114014,SWGY10363,INSTAMART_10MIN_PUSH,Push Notification (App),2025-04-08,1,0,0,0,0.0,0.37
INT114015,SWGY11301,IPL_2025_SPONSORSHIP,Push Notification (App),2024-11-29,1,1,0,0,0.0,0.42
INT114016,SWGY13219,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-09,1,0,0,0,0.0,0.28
INT114017,SWGY15049,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-24,1,0,0,0,0.0,0.36
INT114018,SWGY11533,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-12,1,0,0,0,0.0,5.19
INT114019,SWGY14367,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2023-09-19,1,0,0,0,0.0,6.69
INT114020,SWGY15315,INSTAMART_10MIN_PUSH,Push Notification (App),2025-01-30,1,1,0,0,0.0,0.34
INT114021,SWGY13983,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-04-12,1,0,0,0,0.0,5.74
INT114022,SWGY14822,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-29,1,1,1,0,0.0,4.1
INT114023,SWGY14069,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-02-21,1,1,0,0,0.0,5.91
INT114024,SWGY10030,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-02,1,0,0,0,0.0,5.64
INT114025,SWGY10100,REFERRAL_GROWTH_DRIVE,Referral,2024-11-07,1,0,0,0,0.0,2.07
INT114027,SWGY11608,SWIGGY_ONE_LAUNCH,Paid Social,2025-02-19,1,0,0,0,0.0,4.48
INT114028,SWGY14294,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-08-20,1,0,0,0,0.0,2.26
INT114029,SWGY12783,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-05,1,0,0,0,0.0,0.43
INT114030,SWGY11345,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-28,1,1,0,0,0.0,4.15
INT114031,SWGY15601,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-05-12,1,0,0,0,0.0,0.33
INT114032,SWGY14674,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-04-14,1,0,0,0,0.0,4.61
INT114034,SWGY14227,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-05-31,1,0,0,0,0.0,0.22
INT114035,SWGY10672,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-05-14,1,0,0,0,0.0,3.25
INT114036,SWGY12825,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-26,1,0,0,0,0.0,2.34
INT114037,SWGY12811,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-22,1,0,0,0,0.0,0.31
INT114038,SWGY12946,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-05-31,1,1,0,0,0.0,0.5
